KO,Gene
ko:K02841,Plant3-BS.bin.4-k141_1538839_6
ko:K08151,Plant3-BS.bin.4-k141_1761681_12
ko:K07046,Plant3-BS.bin.4-k141_1319901_4
ko:K07491,Plant3-BS.bin.4-k141_1485976_19
ko:K01356,Plant3-BS.bin.4-k141_879172_17
ko:K02356,Plant3-BS.bin.4-k141_1540979_8
ko:K01356,Plant3-BS.bin.4-k141_2591451_10
ko:K05970,Plant3-BS.bin.4-k141_3145623_6
ko:K02057,Plant3-RAS.bin.1-k141_2689125_3
ko:K08983,Plant3-RAS.bin.1-k141_2689125_6
ko:K07056,Plant3-RAS.bin.1-k141_2449128_19
ko:K01920,Plant3-RAS.bin.1-k141_2449128_21
ko:K09930,Plant3-RAS.bin.1-k141_241126_5
ko:K10439,Plant3-RAS.bin.1-k141_50350_8
ko:K02057,Plant3-RAS.bin.1-k141_1873884_2
ko:K09967,Plant3-RAS.bin.1-k141_1873884_3
ko:K17324,Plant3-RAS.bin.1-k141_1011087_4
ko:K07263,Plant3-RAS.bin.1-k141_2594873_2
ko:K07263,Plant3-RAS.bin.1-k141_2594873_3
ko:K02057,Plant3-RAS.bin.1-k141_339399_1
ko:K09810,Plant3-RAS.bin.1-k141_2548073_2
ko:K01447,Plant3-RAS.bin.1-k141_2691452_4
ko:K03806,Plant3-RAS.bin.1-k141_2691452_4
ko:K15792,Plant3-RAS.bin.1-k141_2691452_9
ko:K08305,Plant3-RAS.bin.1-k141_2258931_3
ko:K00046,Plant3-RAS.bin.1-k141_2020274_3
ko:K00310,Plant3-RAS.bin.1-k141_2020274_4
ko:K02188,Plant3-RAS.bin.1-k141_99449_4
ko:K07126,Plant3-RAS.bin.1-k141_2885481_7
ko:K13582,Plant3-RAS.bin.1-k141_2885481_7
ko:K06720,Plant3-RAS.bin.1-k141_2885481_14
ko:K11070,Plant3-RAS.bin.1-k141_677858_3
ko:K00625,Plant3-RAS.bin.1-k141_677858_11
ko:K02057,Plant3-RAS.bin.1-k141_2022291_2
ko:K00786,Plant3-RAS.bin.1-k141_1062383_4
ko:K13015,Plant3-RAS.bin.1-k141_1062383_6
ko:K06910,Plant3-RAS.bin.1-k141_294513_5
ko:K13588,Plant3-RAS.bin.1-k141_294513_15
ko:K02053,Plant3-RAS.bin.1-k141_295077_2
ko:K01239,Plant3-RAS.bin.1-k141_295077_6
ko:K00285,Plant3-RAS.bin.1-k141_295077_7
ko:K11070,Plant3-RAS.bin.1-k141_295077_14
ko:K01817,Plant3-RAS.bin.1-k141_102359_6
ko:K07126,Plant3-RAS.bin.1-k141_2166954_5
ko:K13643,Plant3-RAS.bin.1-k141_1158711_4
ko:K11754,Plant3-RAS.bin.1-k141_1496527_4
ko:K02053,Plant3-RAS.bin.1-k141_1064497_5
ko:K11070,Plant3-RAS.bin.1-k141_1064497_5
ko:K09967,Plant3-RAS.bin.1-k141_1159364_5
ko:K02057,Plant3-RAS.bin.1-k141_2409676_4
ko:K02057,Plant3-RAS.bin.1-k141_2409676_5
ko:K09710,Plant3-RAS.bin.1-k141_10287_6
ko:K00969,Plant3-RAS.bin.1-k141_10287_7
ko:K00285,Plant3-RAS.bin.1-k141_2506550_2
ko:K05802,Plant3-RAS.bin.1-k141_2506550_3
ko:K02053,Plant3-RAS.bin.1-k141_346623_6
ko:K02029,Plant3-RAS.bin.1-k141_2555476_3
ko:K10439,Plant3-RAS.bin.1-k141_2844443_13
ko:K00793,Plant3-RAS.bin.1-k141_2316673_7
ko:K02431,Plant3-RAS.bin.1-k141_1023704_2
ko:K18335,Plant3-RAS.bin.1-k141_1023704_3
ko:K00654,Plant3-RAS.bin.1-k141_2653757_5
ko:K09159,Plant3-RAS.bin.1-k141_109511_3
ko:K02021,Plant3-RAS.bin.1-k141_1840900_3
ko:K13895,Plant3-RAS.bin.1-k141_925668_6
ko:K10439,Plant3-RAS.bin.1-k141_1507029_7
ko:K10553,Plant3-RAS.bin.1-k141_1507029_8
ko:K02057,Plant3-RAS.bin.1-k141_207829_4
ko:K03786,Plant3-RAS.bin.1-k141_2563445_2
ko:K19961,Plant3-RAS.bin.1-k141_2274406_5
ko:K02339,Plant3-RAS.bin.1-k141_2274406_11
ko:K01755,Plant3-RAS.bin.1-k141_788217_6
ko:K01356,Plant3-RAS.bin.1-k141_1600719_1
ko:K01609,Plant3-RAS.bin.1-k141_1600719_6
ko:K00383,Plant3-RAS.bin.1-k141_309093_4
ko:K07126,Plant3-RAS.bin.1-k141_1169483_14
ko:K01879,Plant3-RAS.bin.1-k141_2802265_2
ko:K02057,Plant3-RAS.bin.1-k141_2658195_1
ko:K02057,Plant3-RAS.bin.1-k141_2658195_2
ko:K01560,Plant3-RAS.bin.1-k141_2854458_5
ko:K07020,Plant3-RAS.bin.1-k141_2326699_12
ko:K00266,Plant3-RAS.bin.1-k141_1702525_1
ko:K00265,Plant3-RAS.bin.1-k141_1702525_2
ko:K09477,Plant3-RAS.bin.1-k141_2135322_2
ko:K09123,Plant3-RAS.bin.1-k141_739410_3
ko:K00789,Plant3-RAS.bin.1-k141_2371849_8
ko:K17662,Plant3-RAS.bin.1-k141_2904283_6
ko:K09927,Plant3-RAS.bin.1-k141_2953144_2
ko:K02057,Plant3-RAS.bin.1-k141_1892501_3
ko:K02057,Plant3-RAS.bin.1-k141_1892501_4
ko:K01790,Plant3-RAS.bin.1-k141_2520708_8
ko:K14652,Plant3-RAS.bin.1-k141_1748373_3
ko:K13529,Plant3-RAS.bin.1-k141_1124848_16
ko:K21023,Plant3-RAS.bin.1-k141_1893262_3
ko:K07577,Plant3-RAS.bin.1-k141_2858045_4
ko:K09975,Plant3-RAS.bin.1-k141_1033894_3
ko:K02835,Plant3-RAS.bin.1-k141_1562080_4
ko:K01487,Plant3-RAS.bin.1-k141_2663672_3
ko:K11070,Plant3-RAS.bin.1-k141_1127359_7
ko:K10439,Plant3-RAS.bin.1-k141_1127359_10
ko:K09970,Plant3-RAS.bin.1-k141_887804_3
ko:K10439,Plant3-RAS.bin.1-k141_2616574_9
ko:K18843,Plant3-RAS.bin.1-k141_2712428_3
ko:K14652,Plant3-RAS.bin.1-k141_2616913_16
ko:K11070,Plant3-RAS.bin.1-k141_511094_2
ko:K13829,Plant3-RAS.bin.1-k141_218017_6
ko:K09883,Plant3-RAS.bin.1-k141_218017_11
ko:K17675,Plant3-RAS.bin.1-k141_218017_15
ko:K02278,Plant3-RAS.bin.1-k141_1225697_5
ko:K11070,Plant3-RAS.bin.1-k141_1807885_2
ko:K00343,Plant3-RAS.bin.1-k141_1520116_8
ko:K06187,Plant3-RAS.bin.1-k141_1807929_5
ko:K00406,Plant3-RAS.bin.1-k141_1665032_4
ko:K02258,Plant3-RAS.bin.1-k141_1371378_5
ko:K11070,Plant3-RAS.bin.1-k141_1712828_7
ko:K00311,Plant3-RAS.bin.1-k141_3009631_3
ko:K09862,Plant3-RAS.bin.1-k141_464134_1
ko:K03635,Plant3-RAS.bin.1-k141_464134_10
ko:K07126,Plant3-RAS.bin.1-k141_2433546_5
ko:K11070,Plant3-RAS.bin.1-k141_2433546_15
ko:K01609,Plant3-RAS.bin.1-k141_2668057_7
ko:K08484,Plant3-RAS.bin.1-k141_2434500_1
ko:K00928,Plant3-RAS.bin.1-k141_2434500_2
ko:K01918,Plant3-RAS.bin.1-k141_987919_4
ko:K03529,Plant3-RAS.bin.1-k141_1228556_5
ko:K00035,Plant3-RAS.bin.1-k141_2530958_6
ko:K04066,Plant3-RAS.bin.1-k141_1901404_4
ko:K02113,Plant3-RAS.bin.1-k141_1901404_5
ko:K06987,Plant3-RAS.bin.1-k141_2099348_1
ko:K04042,Plant3-RAS.bin.1-k141_2964658_1
ko:K11528,Plant3-RAS.bin.1-k141_2964658_1
ko:K00820,Plant3-RAS.bin.1-k141_2964658_2
ko:K01721,Plant3-RAS.bin.1-k141_269261_4
ko:K10439,Plant3-RAS.bin.1-k141_805277_3
ko:K02029,Plant3-RAS.bin.1-k141_2292356_3
ko:K02029,Plant3-RAS.bin.1-k141_2292356_4
ko:K13481,Plant3-RAS.bin.1-k141_2533942_9
ko:K06199,Plant3-RAS.bin.1-k141_423458_3
ko:K07478,Plant3-RAS.bin.1-k141_423458_4
ko:K01079,Plant3-RAS.bin.1-k141_2000679_3
ko:K06861,Plant3-RAS.bin.1-k141_993341_4
ko:K00786,Plant3-RAS.bin.1-k141_329506_3
ko:K08305,Plant3-RAS.bin.1-k141_329506_3
ko:K00266,Plant3-RAS.bin.1-k141_329506_5
ko:K00762,Plant3-RAS.bin.1-k141_897905_6
ko:K01868,Plant3-RAS.bin.1-k141_897905_7
ko:K02835,Plant3-RAS.bin.1-k141_2627349_1
ko:K08484,Plant3-RAS.bin.1-k141_2627349_3
ko:K07343,Plant3-RAS.bin.1-k141_1722749_6
ko:K12262,Plant3-RAS.bin.1-k141_1187982_9
ko:K02053,Plant3-RAS.bin.1-k141_2924103_2
ko:K02053,Plant3-RAS.bin.1-k141_2924103_5
ko:K06923,Plant3-RAS.bin.1-k141_2299008_8
ko:K07126,Plant3-RAS.bin.1-k141_2299008_29
ko:K14161,Plant3-RAS.bin.1-k141_565334_5
ko:K19746,Plant3-RAS.bin.1-k141_621427_4
ko:K08304,Plant3-RAS.bin.1-k141_1437997_12
ko:K07050,Plant3-RAS.bin.1-k141_2678516_4
ko:K01560,Plant3-RAS.bin.1-k141_2678516_7
ko:K11754,Plant3-RAS.bin.1-k141_526803_1
ko:K11754,Plant3-RAS.bin.1-k141_526803_2
ko:K14048,Plant3-RAS.bin.1-k141_2350954_2
ko:K02356,Plant3-RAS.bin.1-k141_2447322_10
ko:K02517,Plant3-RAS.bin.1-k141_2447322_11
ko:K03466,Plant3-RAS.bin.1-k141_1911487_11
ko:K03980,Plant3-RAS.bin.1-k141_1191860_6
ko:K02302,Plant3-RAS.bin.1-k141_623996_4
ko:K02303,Plant3-RAS.bin.1-k141_623996_4
ko:K07346,Plant3-RAS.bin.1-k141_1915312_7
ko:K02233,Plant3-RAS.bin.1-k141_1387853_13
ko:K00868,Plant3-RAS.bin.1-k141_907402_2
ko:K08990,Plant3-RAS.bin.1-k141_2828954_4
ko:K02427,Plant3-RAS.bin.1-k141_2396510_7
ko:K15849,Plant3-RAS.bin.1-k141_239768_3
ko:K01487,Plant3-RAS.bin.2-k141_672543_1
ko:K00969,Plant3-RAS.bin.2-k141_2592666_4
ko:K09710,Plant3-RAS.bin.2-k141_2592666_5
ko:K07263,Plant3-RAS.bin.2-k141_1008931_1
ko:K04110,Plant3-RAS.bin.2-k141_2545523_2
ko:K04110,Plant3-RAS.bin.2-k141_2785782_1
ko:K06920,Plant3-RAS.bin.2-k141_386152_3
ko:K00762,Plant3-RAS.bin.2-k141_1873760_2
ko:K13421,Plant3-RAS.bin.2-k141_1873760_2
ko:K02517,Plant3-RAS.bin.2-k141_434100_8
ko:K06990,Plant3-RAS.bin.2-k141_434679_6
ko:K06872,Plant3-RAS.bin.2-k141_2979787_4
ko:K06187,Plant3-RAS.bin.2-k141_339702_3
ko:K00762,Plant3-RAS.bin.2-k141_339702_4
ko:K04567,Plant3-RAS.bin.2-k141_1107043_1
ko:K14652,Plant3-RAS.bin.2-k141_1923536_7
ko:K08151,Plant3-RAS.bin.2-k141_1875272_3
ko:K09461,Plant3-RAS.bin.2-k141_1636426_2
ko:K07020,Plant3-RAS.bin.2-k141_2068603_1
ko:K08963,Plant3-RAS.bin.2-k141_388521_3
ko:K00939,Plant3-RAS.bin.2-k141_1636854_8
ko:K00500,Plant3-RAS.bin.2-k141_1252630_7
ko:K00797,Plant3-RAS.bin.2-k141_2164774_3
ko:K01665,Plant3-RAS.bin.2-k141_2356950_1
ko:K07263,Plant3-RAS.bin.2-k141_1782035_1
ko:K02280,Plant3-RAS.bin.2-k141_1108939_5
ko:K17837,Plant3-RAS.bin.2-k141_1157539_1
ko:K14652,Plant3-RAS.bin.2-k141_2936013_2
ko:K00789,Plant3-RAS.bin.2-k141_1590238_2
ko:K04655,Plant3-RAS.bin.2-k141_534843_9
ko:K09990,Plant3-RAS.bin.2-k141_393250_4
ko:K00945,Plant3-RAS.bin.2-k141_2360003_6
ko:K00793,Plant3-RAS.bin.2-k141_2360003_7
ko:K14652,Plant3-RAS.bin.2-k141_2360003_8
ko:K02450,Plant3-RAS.bin.2-k141_58151_3
ko:K06901,Plant3-RAS.bin.2-k141_1448590_5
ko:K04108,Plant3-RAS.bin.2-k141_2555689_8
ko:K07588,Plant3-RAS.bin.2-k141_2267203_10
ko:K16329,Plant3-RAS.bin.2-k141_2412585_2
ko:K07020,Plant3-RAS.bin.2-k141_2316876_1
ko:K01868,Plant3-RAS.bin.2-k141_1692969_2
ko:K01079,Plant3-RAS.bin.2-k141_2602852_1
ko:K16131,Plant3-RAS.bin.2-k141_588844_5
ko:K09927,Plant3-RAS.bin.2-k141_685495_1
ko:K00820,Plant3-RAS.bin.2-k141_444554_1
ko:K04042,Plant3-RAS.bin.2-k141_444554_2
ko:K01628,Plant3-RAS.bin.2-k141_444554_13
ko:K20951,Plant3-RAS.bin.2-k141_1979538_9
ko:K00575,Plant3-RAS.bin.2-k141_2416098_2
ko:K13486,Plant3-RAS.bin.2-k141_2416098_2
ko:K16870,Plant3-RAS.bin.2-k141_2605696_4
ko:K01755,Plant3-RAS.bin.2-k141_1165682_3
ko:K01191,Plant3-RAS.bin.2-k141_541417_1
ko:K02835,Plant3-RAS.bin.2-k141_157648_3
ko:K04065,Plant3-RAS.bin.2-k141_2462506_1
ko:K06861,Plant3-RAS.bin.2-k141_1167174_3
ko:K00820,Plant3-RAS.bin.2-k141_787806_1
ko:K00996,Plant3-RAS.bin.2-k141_1508371_1
ko:K01868,Plant3-RAS.bin.2-k141_2657431_6
ko:K02113,Plant3-RAS.bin.2-k141_2133905_3
ko:K01356,Plant3-RAS.bin.2-k141_642202_6
ko:K03635,Plant3-RAS.bin.2-k141_738231_2
ko:K02477,Plant3-RAS.bin.2-k141_2178868_9
ko:K01918,Plant3-RAS.bin.2-k141_2903139_3
ko:K06861,Plant3-RAS.bin.2-k141_2568448_1
ko:K01637,Plant3-RAS.bin.2-k141_2708356_4
ko:K02895,Plant3-RAS.bin.2-k141_2805419_4
ko:K00928,Plant3-RAS.bin.2-k141_261055_2
ko:K07791,Plant3-RAS.bin.2-k141_1221770_3
ko:K07792,Plant3-RAS.bin.2-k141_1221770_3
ko:K02377,Plant3-RAS.bin.2-k141_741916_1
ko:K15866,Plant3-RAS.bin.2-k141_507072_6
ko:K09117,Plant3-RAS.bin.2-k141_1035527_3
ko:K00046,Plant3-RAS.bin.2-k141_701371_1
ko:K06872,Plant3-RAS.bin.2-k141_1463957_1
ko:K01007,Plant3-RAS.bin.2-k141_2284449_3
ko:K00311,Plant3-RAS.bin.2-k141_2909857_2
ko:K07037,Plant3-RAS.bin.2-k141_30173_1
ko:K16092,Plant3-RAS.bin.2-k141_2093915_1
ko:K06282,Plant3-RAS.bin.2-k141_2093976_2
ko:K06282,Plant3-RAS.bin.2-k141_2093976_5
ko:K06872,Plant3-RAS.bin.2-k141_744707_5
ko:K02278,Plant3-RAS.bin.2-k141_265000_4
ko:K02280,Plant3-RAS.bin.2-k141_265000_6
ko:K01151,Plant3-RAS.bin.2-k141_1664109_2
ko:K04066,Plant3-RAS.bin.2-k141_553798_1
ko:K00797,Plant3-RAS.bin.2-k141_1664494_3
ko:K07478,Plant3-RAS.bin.2-k141_2144222_1
ko:K13979,Plant3-RAS.bin.2-k141_2432317_3
ko:K06910,Plant3-RAS.bin.2-k141_608758_2
ko:K21721,Plant3-RAS.bin.2-k141_2146086_4
ko:K07799,Plant3-RAS.bin.2-k141_748088_3
ko:K00928,Plant3-RAS.bin.2-k141_2051032_1
ko:K00872,Plant3-RAS.bin.2-k141_2621564_1
ko:K09810,Plant3-RAS.bin.2-k141_2964800_1
ko:K07559,Plant3-RAS.bin.2-k141_3012718_5
ko:K00782,Plant3-RAS.bin.2-k141_3054693_1
ko:K10439,Plant3-RAS.bin.2-k141_3054693_3
ko:K10553,Plant3-RAS.bin.2-k141_3054693_4
ko:K21472,Plant3-RAS.bin.2-k141_3012889_2
ko:K04065,Plant3-RAS.bin.2-k141_1859782_2
ko:K02377,Plant3-RAS.bin.2-k141_2149067_4
ko:K09690,Plant3-RAS.bin.2-k141_2149067_5
ko:K07140,Plant3-RAS.bin.2-k141_3054887_3
ko:K02477,Plant3-RAS.bin.2-k141_2478445_13
ko:K05970,Plant3-RAS.bin.2-k141_2767231_3
ko:K08282,Plant3-RAS.bin.2-k141_174300_4
ko:K00294,Plant3-RAS.bin.2-k141_468555_3
ko:K11936,Plant3-RAS.bin.2-k141_224375_1
ko:K02841,Plant3-RAS.bin.2-k141_175004_6
ko:K03529,Plant3-RAS.bin.2-k141_469195_7
ko:K07263,Plant3-RAS.bin.2-k141_375200_4
ko:K00872,Plant3-RAS.bin.2-k141_2672719_6
ko:K01007,Plant3-RAS.bin.2-k141_88040_4
ko:K07164,Plant3-RAS.bin.2-k141_520657_2
ko:K17837,Plant3-RAS.bin.2-k141_520657_4
ko:K07491,Plant3-RAS.bin.2-k141_2295899_9
ko:K00809,Plant3-RAS.bin.2-k141_330100_4
ko:K07263,Plant3-RAS.bin.2-k141_2922163_6
ko:K06872,Plant3-RAS.bin.2-k141_2922163_7
ko:K13829,Plant3-RAS.bin.2-k141_1907230_3
ko:K00027,Plant3-RAS.bin.2-k141_2875057_4
ko:K17723,Plant3-RAS.bin.2-k141_523394_1
ko:K02057,Plant3-RAS.bin.2-k141_523394_4
ko:K02057,Plant3-RAS.bin.2-k141_523394_5
ko:K02847,Plant3-RAS.bin.2-k141_1140118_3
ko:K01790,Plant3-RAS.bin.2-k141_1676477_5
ko:K00343,Plant3-RAS.bin.2-k141_2196980_5
ko:K00809,Plant3-RAS.bin.2-k141_2539644_13
ko:K01817,Plant3-RAS.bin.2-k141_1332548_3
ko:K04110,Plant3-RAS.bin.2-k141_92642_1
ko:K04567,Plant3-RAS.bin.2-k141_2484411_8
ko:K06976,Plant3-RAS.bin.2-k141_812519_15
ko:K15866,Plant3-RAS.bin.2-k141_1190064_1
ko:K00748,Plant3-RAS.bin.2-k141_1333951_1
ko:K02029,Plant3-RAS.bin.2-k141_2975144_3
ko:K07046,Plant3-RAS.bin.2-k141_2542085_3
ko:K03466,Plant3-RAS.bin.2-k141_1054101_1
ko:K14652,Plant3-RAS.bin.2-k141_3022941_5
ko:K01535,Plant3-RAS.bin.2-k141_47105_1
ko:K00625,Plant3-RAS.bin.2-k141_1239772_4
ko:K13788,Plant3-RAS.bin.2-k141_1239772_4
ko:K00625,Plant3-RAS.bin.2-k141_1144942_3
ko:K15727,Plant3-RAS.bin.2-k141_1193456_3
ko:K21472,Plant3-RAS.bin.2-k141_1625343_4
ko:K02302,Plant3-RAS.bin.2-k141_665195_2
ko:K02303,Plant3-RAS.bin.2-k141_665195_2
ko:K13543,Plant3-RAS.bin.2-k141_665195_2
ko:K09955,Plant3-RAS.bin.2-k141_857378_1
ko:K07263,Plant3-RAS.bin.2-k141_2489999_2
ko:K13954,Plant3-RAS.bin.2-k141_1483079_2
ko:K06937,Plant3-RAS.bin.2-k141_573420_4
ko:K00876,Plant3-RAS.bin.2-k141_2014399_3
ko:K02057,Plant3-RAS.bin.2-k141_2014399_5
ko:K07318,Plant3-RAS.bin.2-k141_143526_3
ko:K10439,Plant3-RAS.bin.2-k141_1006405_2
ko:K17723,Plant3-RAS.bin.2-k141_1776106_3
ko:K02517,Plant3-RAS.bin.3-k141_1536228_4
ko:K02339,Plant3-RAS.bin.3-k141_720502_6
ko:K07126,Plant3-RAS.bin.3-k141_2208757_2
ko:K01214,Plant3-RAS.bin.3-k141_337862_1
ko:K02438,Plant3-RAS.bin.3-k141_337862_1
ko:K00383,Plant3-RAS.bin.3-k141_2257812_1
ko:K07274,Plant3-RAS.bin.3-k141_1442620_2
ko:K07588,Plant3-RAS.bin.3-k141_2738721_2
ko:K17675,Plant3-RAS.bin.3-k141_1491534_1
ko:K00945,Plant3-RAS.bin.3-k141_242485_4
ko:K02409,Plant3-RAS.bin.3-k141_676486_1
ko:K00789,Plant3-RAS.bin.3-k141_1060984_1
ko:K07126,Plant3-RAS.bin.3-k141_53183_2
ko:K02302,Plant3-RAS.bin.3-k141_2934499_3
ko:K02303,Plant3-RAS.bin.3-k141_2934499_3
ko:K08963,Plant3-RAS.bin.3-k141_916574_1
ko:K01628,Plant3-RAS.bin.3-k141_916574_2
ko:K09990,Plant3-RAS.bin.3-k141_294544_3
ko:K02302,Plant3-RAS.bin.3-k141_2166367_2
ko:K02303,Plant3-RAS.bin.3-k141_2166367_2
ko:K09781,Plant3-RAS.bin.3-k141_246186_3
ko:K01447,Plant3-RAS.bin.3-k141_1784474_1
ko:K01569,Plant3-RAS.bin.3-k141_632409_2
ko:K11754,Plant3-RAS.bin.3-k141_2123003_2
ko:K03786,Plant3-RAS.bin.3-k141_1881000_7
ko:K07126,Plant3-RAS.bin.3-k141_920519_1
ko:K19416,Plant3-RAS.bin.3-k141_105259_2
ko:K00969,Plant3-RAS.bin.3-k141_2650031_4
ko:K09710,Plant3-RAS.bin.3-k141_2650031_5
ko:K00797,Plant3-RAS.bin.3-k141_873615_1
ko:K03782,Plant3-RAS.bin.3-k141_1405238_8
ko:K07447,Plant3-RAS.bin.3-k141_1646326_4
ko:K03735,Plant3-RAS.bin.3-k141_2942751_2
ko:K00066,Plant3-RAS.bin.3-k141_155627_4
ko:K16137,Plant3-RAS.bin.3-k141_876364_4
ko:K07267,Plant3-RAS.bin.3-k141_1407529_2
ko:K06910,Plant3-RAS.bin.3-k141_2365078_3
ko:K08641,Plant3-RAS.bin.3-k141_2365078_4
ko:K07020,Plant3-RAS.bin.3-k141_16155_2
ko:K02280,Plant3-RAS.bin.3-k141_2749798_4
ko:K02278,Plant3-RAS.bin.3-k141_2749798_6
ko:K01560,Plant3-RAS.bin.3-k141_305177_1
ko:K03980,Plant3-RAS.bin.3-k141_2561782_1
ko:K08641,Plant3-RAS.bin.3-k141_2946418_1
ko:K01501,Plant3-RAS.bin.3-k141_3039200_2
ko:K02389,Plant3-RAS.bin.3-k141_2462950_4
ko:K02895,Plant3-RAS.bin.3-k141_1120287_7
ko:K02895,Plant3-RAS.bin.3-k141_1936727_5
ko:K13588,Plant3-RAS.bin.3-k141_2996651_2
ko:K08963,Plant3-RAS.bin.3-k141_404673_3
ko:K09810,Plant3-RAS.bin.3-k141_1653201_4
ko:K07126,Plant3-RAS.bin.3-k141_2370705_8
ko:K02356,Plant3-RAS.bin.3-k141_2370705_9
ko:K00789,Plant3-RAS.bin.3-k141_3043143_3
ko:K13829,Plant3-RAS.bin.3-k141_2371315_4
ko:K06872,Plant3-RAS.bin.3-k141_1799011_2
ko:K16011,Plant3-RAS.bin.3-k141_1799011_6
ko:K09883,Plant3-RAS.bin.3-k141_2999611_4
ko:K12262,Plant3-RAS.bin.3-k141_1415558_3
ko:K07798,Plant3-RAS.bin.3-k141_1559255_2
ko:K15727,Plant3-RAS.bin.3-k141_1559255_2
ko:K08990,Plant3-RAS.bin.3-k141_359643_1
ko:K08641,Plant3-RAS.bin.3-k141_359643_4
ko:K07126,Plant3-RAS.bin.3-k141_407872_2
ko:K13779,Plant3-RAS.bin.3-k141_407872_4
ko:K02113,Plant3-RAS.bin.3-k141_2856784_4
ko:K03366,Plant3-RAS.bin.3-k141_1705352_3
ko:K01868,Plant3-RAS.bin.3-k141_2138421_1
ko:K01442,Plant3-RAS.bin.3-k141_1034281_5
ko:K01077,Plant3-RAS.bin.3-k141_506730_3
ko:K16137,Plant3-RAS.bin.3-k141_1514998_3
ko:K06199,Plant3-RAS.bin.3-k141_1894621_4
ko:K16257,Plant3-RAS.bin.3-k141_75981_1
ko:K21023,Plant3-RAS.bin.3-k141_2860057_1
ko:K02258,Plant3-RAS.bin.3-k141_3004453_5
ko:K03529,Plant3-RAS.bin.3-k141_1564285_9
ko:K02057,Plant3-RAS.bin.3-k141_1085122_4
ko:K17662,Plant3-RAS.bin.3-k141_1085772_9
ko:K00939,Plant3-RAS.bin.3-k141_2232350_3
ko:K01628,Plant3-RAS.bin.3-k141_1854388_3
ko:K00820,Plant3-RAS.bin.3-k141_2377545_1
ko:K04042,Plant3-RAS.bin.3-k141_2377545_2
ko:K11528,Plant3-RAS.bin.3-k141_2377545_2
ko:K06920,Plant3-RAS.bin.3-k141_1518724_5
ko:K00011,Plant3-RAS.bin.3-k141_1087472_4
ko:K00311,Plant3-RAS.bin.3-k141_368598_1
ko:K07263,Plant3-RAS.bin.3-k141_1995042_4
ko:K07486,Plant3-RAS.bin.3-k141_1612580_2
ko:K19092,Plant3-RAS.bin.3-k141_2669277_3
ko:K03446,Plant3-RAS.bin.3-k141_1811557_1
ko:K06320,Plant3-RAS.bin.3-k141_612853_14
ko:K07798,Plant3-RAS.bin.3-k141_1718284_1
ko:K07275,Plant3-RAS.bin.3-k141_848642_2
ko:K04066,Plant3-RAS.bin.3-k141_2625371_1
ko:K02113,Plant3-RAS.bin.3-k141_2625371_4
ko:K06861,Plant3-RAS.bin.3-k141_849527_5
ko:K02472,Plant3-RAS.bin.3-k141_2346065_1
ko:K07257,Plant3-RAS.bin.3-k141_2586651_4
ko:K01868,Plant3-RAS.bin.3-k141_42261_1
ko:K04102,Plant3-RAS.bin.3-k141_42261_2
ko:K20035,Plant3-RAS.bin.3-k141_811132_1
ko:K15257,Plant3-RAS.bin.3-k141_2772206_3
ko:K15866,Plant3-RAS.bin.3-k141_275655_4
ko:K02416,Plant3-RAS.bin.3-k141_2108692_1
ko:K02415,Plant3-RAS.bin.3-k141_2108692_2
ko:K02391,Plant3-RAS.bin.3-k141_2108692_3
ko:K02392,Plant3-RAS.bin.3-k141_2108692_3
ko:K02392,Plant3-RAS.bin.3-k141_2108692_4
ko:K17662,Plant3-RAS.bin.3-k141_2244151_4
ko:K21424,Plant3-RAS.bin.3-k141_1477781_2
ko:K01755,Plant3-RAS.bin.3-k141_997524_3
ko:K07274,Plant3-RAS.bin.3-k141_1190973_3
ko:K01487,Plant3-RAS.bin.3-k141_2391204_2
ko:K07343,Plant3-RAS.bin.3-k141_478376_3
ko:K03409,Plant3-RAS.bin.3-k141_136108_1
ko:K02021,Plant3-RAS.bin.3-k141_479918_1
ko:K16011,Plant3-RAS.bin.3-k141_479918_3
ko:K02113,Plant3-RAS.bin.3-k141_184847_2
ko:K07183,Plant3-RAS.bin.3-k141_2782620_2
ko:K08484,Plant3-RAS.bin.3-k141_239512_1
ko:K02427,Plant3-RAS.bin.3-k141_1151009_1
ko:K08305,Plant3-RAS.bin.3-k141_2014494_3
ko:K02567,Plant3-RAS.bin.4-k141_432122_1
ko:K03635,Plant3-RAS.bin.4-k141_2065092_6
ko:K03635,Plant3-RAS.bin.4-k141_2065092_7
ko:K07560,Plant3-RAS.bin.4-k141_2354032_5
ko:K03366,Plant3-RAS.bin.4-k141_2450502_1
ko:K00265,Plant3-RAS.bin.4-k141_627281_1
ko:K00284,Plant3-RAS.bin.4-k141_627281_1
ko:K00266,Plant3-RAS.bin.4-k141_627281_2
ko:K07486,Plant3-RAS.bin.4-k141_2980378_2
ko:K01208,Plant3-RAS.bin.4-k141_2068781_1
ko:K03269,Plant3-RAS.bin.4-k141_2068781_4
ko:K19092,Plant3-RAS.bin.4-k141_340624_4
ko:K01918,Plant3-RAS.bin.4-k141_2885210_5
ko:K09145,Plant3-RAS.bin.4-k141_677391_1
ko:K01790,Plant3-RAS.bin.4-k141_1300657_4
ko:K02477,Plant3-RAS.bin.4-k141_5489_3
ko:K04343,Plant3-RAS.bin.4-k141_1156684_1
ko:K03409,Plant3-RAS.bin.4-k141_1494060_6
